iter	RMSE
362	0.03757509973
363	0.03754515941
364	0.03753352709
365	0.03751058791
366	0.03748070538
367	0.03745049782
368	0.03743196448
369	0.03741614446
370	0.0374042692
371	0.03737085608
372	0.03735177842
373	0.03732798768
374	0.03728170792
375	0.03723957959
376	0.03722195927
377	0.03717454311
378	0.0371462216
379	0.03712199074
380	0.03710079803
381	0.03705731354
382	0.03703937188
383	0.03702687232
384	0.03701942347
385	0.03699700987
386	0.03695695548
387	0.03693696414
388	0.03691773285
389	0.03690509797
390	0.03689456527
391	0.03687263488
392	0.03685191973
393	0.03681986575
394	0.03677993657
395	0.03675423439
396	0.03674767229
397	0.03672364254
398	0.03670019939
399	0.03668177911
400	0.03665678957
401	0.03662868835
402	0.03661002451
403	0.03660223858
404	0.03658495375
405	0.03656138228
406	0.03655545108
407	0.03654594501
408	0.03652626239
409	0.03649988211
410	0.03645507673
411	0.036442833
412	0.03641099865
413	0.03639742954
414	0.03638180893
415	0.03636219503
416	0.03633853932
417	0.03630720132
418	0.03627595984
419	0.03626945055
420	0.03623328911
421	0.03620559676
422	0.03619291539
423	0.03615095293
424	0.03612895554
425	0.03609051345
426	0.03606621803
427	0.03604375955
428	0.03602399654
429	0.03598840859
430	0.03597198369
431	0.03596275283
432	0.03593400419
433	0.03590783957
434	0.03590078016
435	0.03589331736
436	0.03587924368
437	0.03586389512
438	0.03584891828
439	0.03583265417
440	0.03581730691
441	0.03580336551
442	0.03579000214
443	0.03578667309
444	0.03578107279
445	0.03575718904
446	0.03574833291
447	0.03572967319
448	0.03569862974
449	0.0356843585
450	0.03565389819
451	0.03563490991
452	0.03562189293
453	0.03560773049
454	0.03558333395
455	0.03556681651
456	0.0355428485
457	0.03553655152
458	0.03551446763
459	0.03547345657
460	0.03546388973
461	0.03542325319
462	0.03541331364
463	0.03538613472
464	0.03538013562
465	0.03534120996
466	0.03533144486
467	0.03531129262
468	0.0353038114
469	0.03528858966
470	0.03526882393
471	0.03526097286
472	0.03525407176
473	0.03524397154
474	0.03523205301
475	0.03522057381
476	0.03520865426
477	0.03519836159
478	0.03516745702
479	0.03516116779
480	0.03514021285
481	0.03511732177
482	0.03511209117
483	0.03508813673
484	0.0350531006
485	0.03504312547
486	0.03501277376
487	0.03499860893
488	0.03498165449
489	0.03496157476
490	0.03495580362
491	0.0349264205
492	0.03489763812
493	0.03488321747
494	0.03486368321
495	0.0348357684
496	0.03481909077
497	0.0347890907
498	0.03477382229
499	0.03475953716
500	0.03475789359
501	0.03475240784
502	0.03474034615
503	0.03472794413
504	0.03471089386
505	0.03470642972
506	0.03469274863
507	0.03468822079
508	0.03467008421
509	0.03465879695
510	0.03465049351
511	0.03464058053
512	0.03459871865
513	0.03459634545
514	0.03458559615
515	0.03458416658
516	0.03456812915
517	0.03456134791
518	0.03454815331
519	0.0345378116
520	0.03453380369
521	0.03451456335
522	0.03448929629
523	0.03447198727
524	0.03443363306
525	0.03442065768
526	0.03440079457
527	0.03439541156
528	0.03438413351
529	0.03437069987
530	0.03436305884
531	0.03434981353
532	0.03434757376
533	0.03433805276
534	0.03432833426
535	0.03431575861
536	0.03429828158
537	0.03428436059
538	0.03427727238
539	0.03426698838
540	0.03425963887
541	0.03424954414
542	0.03424608665
543	0.03423431823
544	0.03422426969
545	0.03419423023
546	0.03418841504
547	0.03418181465
548	0.03416523545
549	0.03414689033
550	0.03412239804
551	0.03409689018
552	0.03408660232
553	0.03407849618
554	0.0340630253
555	0.03405836722
556	0.03404097142
557	0.03403089802
558	0.03402190366
559	0.03401407139
560	0.03400539812
561	0.03399883528
562	0.03398231991
563	0.03397491743
564	0.03396247354
565	0.03394371188
566	0.03393255281
567	0.03392125233
568	0.03391167895
569	0.03390590662
570	0.03388285928
571	0.03387181098
572	0.03385988077
573	0.03384534052
574	0.03382858553
575	0.03381375066
576	0.0338094647
577	0.03379687989
578	0.03378017399
579	0.03376709598
580	0.03375888751
581	0.03373147765
582	0.03371883628
583	0.03370402367
584	0.033690833
585	0.03367404583
586	0.03365426387
587	0.03365160093
588	0.03364454204
589	0.03363494923
590	0.03362468316
591	0.03361841561
592	0.03360928497
593	0.03360006232
594	0.03359116247
595	0.03358099853
596	0.03356638909
597	0.03355111856
598	0.03354003935
599	0.03352776856
600	0.0335259556
601	0.0335161453
602	0.03350929376
603	0.03350147817
604	0.03347841014
605	0.03346260212
606	0.03344848451
607	0.03343852298
608	0.03341951008
609	0.03341125797
610	0.03339383884
611	0.0333697589
612	0.03334580484
613	0.03333513135
614	0.03332205952
615	0.03330865596
616	0.03329392867
617	0.03328041746
618	0.03326749857
619	0.03326089606
620	0.0332569274
621	0.03324870871
622	0.03322374683
623	0.03321326683
624	0.0332008598
625	0.03318767195
626	0.03317479287
627	0.03315345976
628	0.0331486191
629	0.0331433006
630	0.03313168963
631	0.03312833533
632	0.03311306149
633	0.03309015201
634	0.03307789897
635	0.03306094124
636	0.03305256735
637	0.03304678576
638	0.03303769527
639	0.03302978369
640	0.03301178516
641	0.03299070925
642	0.03297436921
643	0.03295922834
644	0.03295554235
645	0.032943574
646	0.03293657789
647	0.03293099081
648	0.032922113
649	0.03290957116
650	0.03290064951
651	0.03288725452
652	0.03287484804
653	0.03286158111
654	0.03285371868
655	0.03283367327
656	0.03282860164
657	0.03282106097
658	0.03280041594
659	0.03279820309
660	0.03276679713
661	0.03274679471
662	0.03273169
663	0.03272791131
664	0.03272347284
665	0.03270456426
666	0.03267962678
667	0.03266268651
668	0.03264644743
669	0.03263852776
670	0.0326321282
671	0.03261769471
672	0.03261395334
673	0.03260937586
674	0.03260119498
675	0.03259505299
676	0.03258901631
677	0.03257697465
678	0.03257239926
679	0.03255712633
680	0.03255338183
681	0.03254177897
682	0.03252497381
683	0.0325153854
684	0.03250473991
685	0.03249831953
686	0.03248811674
687	0.03247275509
688	0.03246785933
689	0.03245932012
690	0.03245106354
691	0.03244480855
692	0.03243256173
693	0.03241736899
694	0.03240255776
695	0.03239253298
696	0.03238254901
697	0.03237308682
698	0.03235563481
699	0.03234857168
700	0.03234105692
701	0.03232840456
702	0.03231582869
703	0.03230332782
704	0.03229911313
705	0.03229145412
706	0.03228273082
707	0.03227872451
708	0.03226828183
709	0.03225637312
710	0.0322453156
711	0.03223801575
712	0.03222646822
713	0.0322086268
714	0.03220603483
715	0.03219161192
716	0.03218833408
717	0.03217634061
718	0.03215371751
719	0.03214260794
720	0.03213121744
721	0.03212663093
722	0.03211494634
723	0.03210070094
724	0.03209704872
725	0.03209150385
726	0.03208015041
727	0.03206738051
728	0.03205889798
729	0.03204484
730	0.03203615617
731	0.03203055463
732	0.03202817237
733	0.03202081118
734	0.03201401171
735	0.03199949951
736	0.03198913666
737	0.03197785411
738	0.03196443809
739	0.031953737
740	0.03193704527
741	0.03192794629
742	0.03192335412
743	0.0319141776
744	0.03190290041
745	0.03189249519
746	0.03187525104
747	0.03186259871
748	0.03184243212
749	0.03182904872
750	0.03182189443
751	0.0318109883
752	0.03180144808
753	0.03178722041
754	0.03178198867
755	0.03177861635
756	0.031766459
757	0.03175677259
758	0.03174845465
759	0.03174616628
760	0.03173894009
761	0.03173709902
762	0.03173693669
763	0.03172931649
764	0.03172201725
765	0.0317097567
766	0.03169704068
767	0.03168265428
768	0.03167401447
769	0.0316669161
770	0.03166191545
771	0.03165214049
772	0.03164602187
773	0.03163254983
774	0.03162340951
775	0.03161479341
776	0.03160699051
777	0.03159935833
778	0.03158935253
779	0.03157700368
780	0.03156779163
781	0.03156763597
782	0.03155552672
783	0.03154276847
784	0.03153368714
785	0.03152837096
786	0.03151029187
787	0.03149658011
788	0.03149279661
789	0.03148913804
790	0.03148458978
791	0.0314747795
792	0.03146618598
793	0.03145540943
794	0.03144799931
795	0.03144270682
796	0.03143537389
797	0.03143188679
798	0.03142057475
799	0.0314128354
800	0.03140220392
801	0.03139851378
802	0.03139217769
803	0.03138847596
804	0.03137728197
805	0.03136345614
806	0.03134947957
807	0.03134081747
808	0.03132494988
809	0.03131754885
810	0.03130659922
811	0.03129730118
812	0.03127636893
813	0.03126838724
814	0.03125604339
815	0.03124778349
816	0.03124348864
817	0.03124111285
818	0.03123410431
819	0.03122213802
820	0.03121236773
821	0.03119970127
822	0.03118964234
823	0.03117865249
824	0.0311664035
825	0.03116255373
826	0.03115879322
827	0.03115457522
828	0.03113889824
829	0.03112895249
830	0.0311198752
831	0.03111100555
832	0.03110907854
833	0.03110164605
834	0.03108942978
835	0.03107924973
836	0.0310664023
837	0.03106389788
838	0.03106076655
839	0.03104854599
840	0.03103702315
841	0.03102909487
842	0.03102316426
843	0.03101465898
844	0.03101086328
845	0.031001869
846	0.03098857442
847	0.03097929542
848	0.03096879389
849	0.03096076732
850	0.03095559969
851	0.03094948137
852	0.0309390716
853	0.0309184262
854	0.03090967284
855	0.03088765063
856	0.03088120188
857	0.03086998182
858	0.03086048404
859	0.03084425476
860	0.03083377404
861	0.03081722592
862	0.03081022576
863	0.03078864221
864	0.03077259529
865	0.03076040632
866	0.0307563278
867	0.03074810347
868	0.03074399193
869	0.03074381118
870	0.03073420547
871	0.03072066462
872	0.03071481862
873	0.03070531521
874	0.03069455992
875	0.03069013162
876	0.03067888312
877	0.03067070358
878	0.03066650014
879	0.03065977954
880	0.03064346951
881	0.03063993241
882	0.03063486918
883	0.03062402752
884	0.03061596986
885	0.03060944863
886	0.03060566979
887	0.03060291684
888	0.03059292509
889	0.03058149231
890	0.03056653039
891	0.03056286613
892	0.03055336815
893	0.03054171287
894	0.03052770865
895	0.03051766767
896	0.03051394959
897	0.03049610402
898	0.03049164256
899	0.03048115975
900	0.03047013472
901	0.03045904689
902	0.03044288884
903	0.03043510184
904	0.03042517101
905	0.03040841294
906	0.03040416158
907	0.03040141173
908	0.03038610261
909	0.03038152707
910	0.03037420445
911	0.03036970472
912	0.03035268891
913	0.03033732108
914	0.03032726702
915	0.03032306645
916	0.03030994339
917	0.03030328608
918	0.0302970013
919	0.0302894081
920	0.03027980363
921	0.03027598742
922	0.03027066388
923	0.03026554713
924	0.0302631429
925	0.03025685505
926	0.03024842132
927	0.0302460299
928	0.03022756474
929	0.03021437756
930	0.03020183159
931	0.0301941493
932	0.03018549699
933	0.03018527762
934	0.0301778978
935	0.03017232248
936	0.03016681095
937	0.03015414903
938	0.03014609614
939	0.030129957
940	0.0301228141
941	0.03011185629
942	0.03010667816
943	0.03009324224
944	0.03008557928
945	0.03008374084
946	0.03008144975
947	0.03007485685
948	0.03006790712
949	0.03006534039
950	0.03005691595
951	0.03005268487
952	0.03003970807
953	0.03003595271
954	0.03002863079
955	0.0300254705
956	0.03001475876
957	0.03000241545
958	0.02997954292
959	0.02997661204
960	0.02997180056
961	0.02996890743
962	0.02995894399
963	0.02995225394
964	0.02993649221
965	0.02993297523
966	0.02992628848
967	0.02991556836
968	0.02990536711
969	0.02989325156
970	0.02988877138
971	0.02988690275
972	0.02986889479
973	0.02985969182
974	0.02984990821
975	0.02983656989
976	0.02983070369
977	0.02982385282
978	0.02981810848
979	0.02981381398
980	0.02980176688
981	0.02979485795
982	0.02978920704
983	0.02978387167
984	0.0297585962
985	0.02975133149
986	0.0297421196
987	0.02972840927
988	0.0297148959
989	0.02971292653
990	0.02970648109
991	0.02970368804
992	0.02969722245
993	0.02969098877
994	0.02968721467
995	0.02968309179
996	0.02967429409
997	0.02967192808
998	0.02965952888
999	0.02964700083
1000	0.02964221808
1001	0.0296385537
1002	0.02963064435
1003	0.02962696158
1004	0.02962561725
1005	0.02962139244
1006	0.02961909716
1007	0.02960970216
1008	0.02959670898
1009	0.02958414101
1010	0.0295757387
1011	0.02957041446
1012	0.02956566627
1013	0.0295643878
1014	0.02955558462
1015	0.02954906439
1016	0.02954038067
1017	0.02953640191
1018	0.02952883796
1019	0.02952036156
1020	0.02951269495
1021	0.02950890142
1022	0.0295036646
1023	0.02949488424
1024	0.02948440907
1025	0.02946305933
1026	0.02946098034
1027	0.02945661141
1028	0.02944750095
1029	0.02943698282
1030	0.0294196362
1031	0.02941944062
1032	0.02941077139
1033	0.02940466386
1034	0.0294037252
1035	0.02939243069
1036	0.02938586567
1037	0.0293808156
1038	0.02937636587
1039	0.02937390009
1040	0.02937027068
1041	0.02936598969
1042	0.02935509958
1043	0.02935211468
1044	0.02934072833
1045	0.02933534456
1046	0.02933289191
1047	0.02932810034
1048	0.02931276822
1049	0.02930928695
1050	0.02930503152
1051	0.02929614726
1052	0.02929464232
1053	0.02928918106
1054	0.02928772707
1055	0.02927700192
1056	0.02926431874
1057	0.02925645817
1058	0.02924353852
1059	0.02923412978
1060	0.02922176837
1061	0.02921217577
1062	0.02920938827
1063	0.02920427485
1064	0.02919890465
1065	0.02919400048
1066	0.02918318427
1067	0.02918060315
1068	0.02917740934
1069	0.02917577802
1070	0.02917087197
1071	0.02916519609
1072	0.02916015255
1073	0.02915336189
1074	0.029150201
1075	0.02914504144
1076	0.02914108404
1077	0.02913982045
1078	0.02913517725
1079	0.02913137209
1080	0.02912383614
1081	0.02911423143
1082	0.02909915788
1083	0.02909643718
1084	0.02909067858
1085	0.02908726151
1086	0.02907544219
1087	0.02907202698
1088	0.0290643681
1089	0.02905144106
1090	0.02904240514
1091	0.02903838358
1092	0.02902699185
1093	0.02901669261
1094	0.02901219274
1095	0.0290099634
1096	0.02900862506
1097	0.02899930689
1098	0.02899445022
1099	0.02899092457
1100	0.02897535618
1101	0.02896460276
1102	0.02895529568
1103	0.02894667772
1104	0.02893361121
1105	0.02892489572
1106	0.02892192815
1107	0.02891952526
1108	0.02891254731
1109	0.02891029185
1110	0.02890458576
1111	0.02889797652
1112	0.02889504327
1113	0.02889010538
1114	0.02888757265
1115	0.02888233242
1116	0.02887377559
1117	0.02886712306
1118	0.02886474782
1119	0.02885516667
1120	0.02884740996
1121	0.0288409336
1122	0.02883888013
1123	0.0288376759
1124	0.02883183308
1125	0.02882455487
1126	0.02881630864
1127	0.02881042524
1128	0.02880855281
1129	0.02880266617
1130	0.02879702649
1131	0.02879211309
1132	0.02878641805
1133	0.02878238845
1134	0.02877911743
1135	0.02877124135
1136	0.02876513642
1137	0.02875956507
1138	0.0287587281
1139	0.02875145379
1140	0.02874577477
1141	0.02874110826
1142	0.02873961345
1143	0.02873291601
1144	0.02872495419
1145	0.02871473651
1146	0.02870905335
1147	0.02870505489
1148	0.02869889312
1149	0.02869291785
1150	0.02868967277
1151	0.02867987429
1152	0.02867661384
1153	0.02866772276
1154	0.02866213416
1155	0.02865921842
1156	0.02865621648
1157	0.02865065388
1158	0.02864531946
1159	0.02863903668
1160	0.02863768904
1161	0.02863173425
1162	0.02862194933
1163	0.02861357788
1164	0.02860905139
1165	0.02860748201
1166	0.02860338577
1167	0.02859285313
1168	0.02859126104
1169	0.02858634547
1170	0.02857765819
1171	0.02857193067
1172	0.02856891569
1173	0.02856396828
1174	0.02856095836
1175	0.02855547943
1176	0.02855342214
1177	0.02854953756
1178	0.02854896503
1179	0.02854706316
1180	0.02854562156
1181	0.02854255274
1182	0.02853385549
1183	0.02852339527
1184	0.02852226812
1185	0.0285155461
1186	0.02851192538
1187	0.02850990068
1188	0.02850807847
1189	0.02850248761
1190	0.02849759998
1191	0.02849463943
1192	0.02849063937
1193	0.02848589631
1194	0.02848449615
1195	0.02848208018
1196	0.02847723428
1197	0.0284721504
1198	0.02846744555
1199	0.02846048376
1200	0.02845368816
1201	0.02845122033
1202	0.02844729322
1203	0.02844043228
1204	0.02843239694
1205	0.02842557899
1206	0.02841960797
1207	0.02841627925
1208	0.02841037687
1209	0.02840476929
1210	0.02839687366
1211	0.02839179991
1212	0.02838494518
1213	0.02837056719
1214	0.02836351224
1215	0.02835990472
1216	0.02835211858
1217	0.02834679453
1218	0.02834164381
1219	0.02833378539
1220	0.02832359675
1221	0.02832197189
1222	0.028313759
1223	0.02831056092
1224	0.0283044827
1225	0.0283018516
1226	0.02829897425
1227	0.02829740303
1228	0.02828939245
1229	0.02828296735
1230	0.02827892416
1231	0.02826706097
1232	0.02826299089
1233	0.02825753605
1234	0.02825244016
1235	0.02824761856
1236	0.02823759227
1237	0.02822913562
1238	0.02822443084
1239	0.0282161121
1240	0.02821100579
1241	0.02820803182
1242	0.02820232103
1243	0.02819882995
1244	0.02819226962
1245	0.02818338329
1246	0.02818098316
1247	0.02817741288
1248	0.02817133958
1249	0.02816551233
1250	0.02815696606
1251	0.0281561695
1252	0.02815172026
1253	0.02814884567
1254	0.02814016356
1255	0.02813899639
1256	0.02813313776
1257	0.02812643942
1258	0.02811669965
1259	0.02811303341
1260	0.02810481652
1261	0.02809751127
1262	0.02809298579
1263	0.02808732123
1264	0.02808577014
1265	0.02807789089
1266	0.02807038763
1267	0.02806738622
1268	0.02806330412
1269	0.02805472982
1270	0.02804504635
1271	0.02804371587
1272	0.02803824755
1273	0.02803714766
1274	0.02802903473
1275	0.02802704661
1276	0.0280241269
1277	0.02802297691
1278	0.02801566343
1279	0.02800996313
1280	0.02800289961
1281	0.02800051666
1282	0.02799782754
1283	0.02799156719
1284	0.02798741066
1285	0.02797973342
1286	0.02797303117
1287	0.02796909536
1288	0.02796507081
1289	0.02795746727
1290	0.02794892436
1291	0.02794204041
1292	0.02793726831
1293	0.02793613688
1294	0.02793166879
1295	0.02792872182
1296	0.02792350816
1297	0.02791897007
1298	0.02791254363
1299	0.02791040511
1300	0.02790420662
1301	0.02789360466
1302	0.02788763095
1303	0.0278851658
1304	0.0278813466
1305	0.02787562458
1306	0.02786695106
1307	0.02786537749
1308	0.02786192645
1309	0.02785453649
1310	0.0278509656
1311	0.02785007917
1312	0.0278436391
1313	0.02783787498
1314	0.0278333297
1315	0.02782525759
1316	0.02782256891
1317	0.02782123726
1318	0.02781904758
1319	0.02781278422
1320	0.02781139954
1321	0.02780503414
1322	0.02780203584
